,person,time,numeric_value,non_numeric_value,offer completed,offer received,offer viewed,transaction,total_transaction_value
4056,3cea9c09fefb4c33ae2f0aa604af7eb4,708,10.1,,0,60,36,48,121.19999999999999
4057,3cef1cefdbfe47fd8b065987de93ae4a,684,137.85999999999999,9b98b8c7a33c4b65b9aebfe6a799e6d9,42,84,84,231,2895.0599999999995
4058,3cf6464fe3bb4f6eb50a67063e1d842b,708,178.86,4d5c57ea9a6940dd891ad53e9dbe8da0,135,135,108,351,4829.22
4059,3cf6c70acf1f4035bd7aa8d272655a94,678,20.89,,0,60,36,48,250.68
4060,3cfc6932523b436db8db848edbedec8b,648,4.0600000000000005,,0,72,36,36,48.720000000000006
4061,3d02345581554e81b7b289ab5e288078,672,17.03,,0,54,54,216,306.54
4062,3d073e2d43f04815a4c84e53b36e3a5c,666,178.32,4d5c57ea9a6940dd891ad53e9dbe8da0,132,165,165,627,5884.5599999999995
4063,3d0c678a6223450ea396886cfab2993a,522,17.97,2298d6c36e964ae4a3e7e9706d1fb8c2,14,56,56,70,251.57999999999998
4064,3d0d7375e73a4938a9ab6a6a2e884ec4,588,22.1,2298d6c36e964ae4a3e7e9706d1fb8c2,16,64,64,112,353.6
4065,3d0fece0ce584b8c9a2820da552fdbab,690,10.96,,0,60,36,48,131.52
4066,3d121dd5684f4898855405839f9c1a45,696,133.35,2906b810c7d4411798c6938adc9daaa5,105,105,84,147,2800.35
4067,3d1738283537455290b473b991ff557b,708,176.53,fafdcd668e3743c1bb461111dcafc2a4,40,100,100,160,3530.6
4068,3d19526685174baa8bcc3e9a952cab18,654,241.67000000000002,0b1e1539f2cc45b7b9fa7c272da2e1d7,63,105,84,189,5075.070000000001
4069,3d1ef55f27c34307805ff0120b99397a,690,30.540000000000003,f19421c1d4aa40978ebb69ca19b0e20d,24,144,72,336,732.96
4070,3d2196a1593a441984b14dfcb9f4f07a,684,77.33,2298d6c36e964ae4a3e7e9706d1fb8c2,40,100,100,160,1546.6
4071,3d28370352d642c7a3223284c83d9bdc,696,73.95,2298d6c36e964ae4a3e7e9706d1fb8c2,45,90,30,60,1109.25
4072,3d29f05a4e2140f7822b78f7934a0ac1,504,111.97,f19421c1d4aa40978ebb69ca19b0e20d,30,75,45,75,1679.55
4073,3d2ae0a586794fbe881dace3aa2258c6,696,14.51,,0,75,45,105,217.65
4074,3d2d54ddebaf4d39ae02b96ff65ec727,714,184.99,fafdcd668e3743c1bb461111dcafc2a4,100,100,100,325,4624.75
4075,3d30c8c79e85402bab39c0c5adfa2b08,516,263.85,ae264e3637204a6fb9bb56bc8210ddfd,57,76,38,190,5013.150000000001
4076,3d31954ee12140f28e329cca019a516f,642,39.72,fafdcd668e3743c1bb461111dcafc2a4,17,68,51,153,675.24
4077,3d33b994206241a3be3cdf2c030c9b89,648,112.12,4d5c57ea9a6940dd891ad53e9dbe8da0,11,33,33,44,1233.3200000000002
4078,3d3bad0437e3459d873772f8023653ac,696,45.46,2298d6c36e964ae4a3e7e9706d1fb8c2,66,132,44,242,1000.12
4079,3d3e9cf3fd384c99890a5711ab998816,582,5.46,9b98b8c7a33c4b65b9aebfe6a799e6d9,13,78,65,13,70.98
4080,3d4191b097e74f099a9be33af7d67d6d,660,159.09,fafdcd668e3743c1bb461111dcafc2a4,104,130,78,364,4136.34
4081,3d43c355a4bb4d5e8d86a80a87408925,708,161.43,2906b810c7d4411798c6938adc9daaa5,81,108,81,459,4358.610000000001
4082,3d4733dfe1cb4d50ae194572f801c31a,702,74.02,4d5c57ea9a6940dd891ad53e9dbe8da0,24,48,36,36,888.24
4083,3d48ea8b03644af2aeddd6804491f144,612,170.18,ae264e3637204a6fb9bb56bc8210ddfd,99,165,132,693,5615.9400000000005
4084,3d49100a7a3840dea1226cffe0bec553,600,18.4,fafdcd668e3743c1bb461111dcafc2a4,18,90,72,144,331.2
4085,3d4ceca8f12848a28c346e9067470b05,702,73.09,2298d6c36e964ae4a3e7e9706d1fb8c2,99,132,99,759,2411.9700000000003
4086,3d50b3815c8e4f3b84f46be4d1b64cd3,618,7.78,,0,72,48,24,93.36
4087,3d55cea8d1bd4066b6e733035caa9821,504,59.61,2906b810c7d4411798c6938adc9daaa5,24,36,36,48,715.3199999999999
4088,3d55f046a320408db9a88be59acc19cc,624,24.46,fafdcd668e3743c1bb461111dcafc2a4,23,138,92,276,562.58
4089,3d59ceeb962e4903baaaab85cfdb9ebd,684,69.28,0b1e1539f2cc45b7b9fa7c272da2e1d7,29,145,116,551,2009.1200000000001
4090,3d63a807a77c4a5686a7515f65bb86a6,714,39.72,f19421c1d4aa40978ebb69ca19b0e20d,24,120,96,336,953.28
4091,3d654c4678684f5683da800f53e55422,636,20.5,2298d6c36e964ae4a3e7e9706d1fb8c2,7,21,14,7,143.5
4092,3d6838fcab094b999a032af69d635f89,594,173.04,2298d6c36e964ae4a3e7e9706d1fb8c2,57,95,57,152,3287.7599999999998
4093,3d6ae9ec18294a539edf597fb57afc26,576,82.66,0b1e1539f2cc45b7b9fa7c272da2e1d7,24,60,24,36,991.92
4094,3d6b84ec992941ef9ed4d684cb160edd,714,57.36,9b98b8c7a33c4b65b9aebfe6a799e6d9,9,27,9,36,516.24
4095,3d6dda5a29c345fa99982972c7012b15,636,321.03999999999996,4d5c57ea9a6940dd891ad53e9dbe8da0,100,100,100,325,8025.999999999999
4096,3d6ea609611147dd8a7a75dc5a154f11,654,273.26,2906b810c7d4411798c6938adc9daaa5,120,120,96,240,6558.24
4097,3d73e5d5d34d4ea3ab376065e9bd327b,504,107.56,9b98b8c7a33c4b65b9aebfe6a799e6d9,28,56,42,70,1505.8400000000001
4098,3d74fcd396a24a9e8662c81315e26cdb,648,113.92,f19421c1d4aa40978ebb69ca19b0e20d,75,125,100,325,2848.0
4099,3d78362d314b43179af19945cfba03db,642,826.1500000000001,4d5c57ea9a6940dd891ad53e9dbe8da0,96,120,96,264,19827.600000000002
4100,3d9147dad37e4543804cebd0891c6438,684,15.38,,0,75,60,90,230.70000000000002
4101,3d92ee9eb0b444a6bc99e01c46e043ce,618,53.51,fafdcd668e3743c1bb461111dcafc2a4,12,48,48,36,642.12
4102,3d959df8ad83496a86d88e02018dc6e6,696,17.67,,0,96,64,96,282.72
4103,3d96145e23b34d41a358fbe428292761,636,20.52,,0,96,64,96,328.32
4104,3d96ff3b4318488ba83f2c27aff66e2e,690,25.11,2298d6c36e964ae4a3e7e9706d1fb8c2,10,40,20,30,251.1
4105,3d9a80a23be6486687c5c4433834b030,636,138.19,f19421c1d4aa40978ebb69ca19b0e20d,64,64,48,80,2211.04
4106,3d9dd4ecd59c4b4db7b788d6c6d12126,576,0.0,,0,50,50,0,0.0
4107,3da3248fc0c2453fbc0246e3df717cf2,636,46.52,2298d6c36e964ae4a3e7e9706d1fb8c2,19,57,38,247,883.8800000000001
4108,3da6cffee8f84e9d87896f154988cd55,678,22.27,,0,120,100,180,445.4
4109,3daa3d4af82f4fdda3d70b11b4c6d29f,684,139.54,2298d6c36e964ae4a3e7e9706d1fb8c2,34,85,51,119,2372.18
4110,3dacb18c17fe43a7893f2f241231e647,660,61.67,2298d6c36e964ae4a3e7e9706d1fb8c2,96,128,128,672,1973.44
4111,3dace629913c4771809eea9c48bdc1ec,696,40.64,9b98b8c7a33c4b65b9aebfe6a799e6d9,21,126,42,252,853.44
4112,3dad85aa966e43e8ab04f01332a748e8,624,21.07,,0,156,130,390,547.82
4113,3dae0eadb47149b0b9b548d14548524b,660,124.82000000000001,2906b810c7d4411798c6938adc9daaa5,54,72,72,126,2246.76
4114,3db080837a5f4137aeb5cab01f739866,606,31.28,2906b810c7d4411798c6938adc9daaa5,52,130,130,364,813.28
4115,3db2add6525849fe9232085feda62d60,630,88.76,ae264e3637204a6fb9bb56bc8210ddfd,10,20,20,50,887.6
4116,3db51a2e2530430aae0f8a7b2157fdf6,702,26.2,9b98b8c7a33c4b65b9aebfe6a799e6d9,36,108,90,90,471.59999999999997
4117,3db61fc5bd9c415bac6d1a9859707445,576,106.04,9b98b8c7a33c4b65b9aebfe6a799e6d9,51,85,17,136,1802.68
4118,3dbbfc8fc19d40df9877aa53a91e601b,642,184.78,fafdcd668e3743c1bb461111dcafc2a4,72,120,120,264,4434.72
4119,3dc0ff03f78948c7b0c9db474bde3485,684,152.28,fafdcd668e3743c1bb461111dcafc2a4,105,175,175,770,5329.8
4120,3dc3a03a40254297ac72836a40895ff1,594,19.0,2298d6c36e964ae4a3e7e9706d1fb8c2,32,64,48,112,304.0
4121,3dc5ea64f9d845e99ddb552ae153b9f3,648,71.73,0b1e1539f2cc45b7b9fa7c272da2e1d7,16,96,80,64,1147.68
4122,3dc88f458e6449d2a42f78561991ccc7,648,116.15,2298d6c36e964ae4a3e7e9706d1fb8c2,64,80,32,80,1858.4
4123,3dce0870a6e64739ba99ac1bdb5ff744,702,71.01,2906b810c7d4411798c6938adc9daaa5,11,44,33,33,781.11
4124,3dde94fa581145cb9f206624f1a94d5a,660,90.45,2906b810c7d4411798c6938adc9daaa5,28,56,14,98,1266.3
4125,3de0f837e72d42799c8e8cdd0f26ea39,642,35.03,,0,64,32,160,560.48
4126,3de34e36962a47f988fa0136f8ae22a9,624,214.53,f19421c1d4aa40978ebb69ca19b0e20d,84,105,63,189,4505.13
4127,3de3dd15821b4d0bac9ab28deb6b3eb5,582,81.38,0b1e1539f2cc45b7b9fa7c272da2e1d7,36,48,24,36,976.56
4128,3de934a628584d3aad45781044acf062,594,85.65,fafdcd668e3743c1bb461111dcafc2a4,63,84,42,252,1798.65
4129,3df2d3180bcd4876a3abb7035a3bcb5d,702,57.6,9b98b8c7a33c4b65b9aebfe6a799e6d9,28,140,140,476,1612.8
4130,3df7d9de211f4295aa4777bb0c20516b,606,16.56,,0,20,10,70,165.6
4131,3dfb16c7592048699d72aba5307fc67d,612,43.86,9b98b8c7a33c4b65b9aebfe6a799e6d9,93,186,155,527,1359.66
4132,3dfb840baf28434d8865be3c2f96c3f6,690,232.51,9b98b8c7a33c4b65b9aebfe6a799e6d9,75,75,50,425,5812.75
4133,3dfbb9216e3f4be7be709bec72faed0f,690,58.44,fafdcd668e3743c1bb461111dcafc2a4,78,104,78,416,1519.44
4134,3dfc442e93894be19a3f5e8cf7e9c779,708,17.68,,0,65,26,78,229.84
4135,3e031fe2de2a43ccabdc881ac5d619a8,648,310.06,9b98b8c7a33c4b65b9aebfe6a799e6d9,69,115,92,253,7131.38
4136,3e05c8f651b34f42b666dcf682b2ce5e,624,72.32,2298d6c36e964ae4a3e7e9706d1fb8c2,11,44,33,33,795.52
4137,3e0f399609df4ee0ab837b6c17891126,690,66.97999999999999,2298d6c36e964ae4a3e7e9706d1fb8c2,39,52,26,52,870.7399999999999
4138,3e0f710fad95478d80eb266390c24aeb,510,38.269999999999996,f19421c1d4aa40978ebb69ca19b0e20d,22,33,33,33,420.96999999999997
4139,3e193daf33dd4b809a90d90d0820ab0e,576,81.69999999999999,0b1e1539f2cc45b7b9fa7c272da2e1d7,40,120,120,120,1633.9999999999998
4140,3e1bceba9b6e4dd2964bc101a58baec9,618,91.19,,0,30,10,60,911.9
4141,3e1effbd211642999badda14b42e9a11,672,52.9,fafdcd668e3743c1bb461111dcafc2a4,58,116,87,580,1534.1
4142,3e1f861274834e59a88d4f721c747806,642,8.09,,0,52,52,65,105.17
4143,3e2654232d3c479e88b817fbf3cf6ee1,642,495.89,ae264e3637204a6fb9bb56bc8210ddfd,68,85,85,51,8430.13
4144,3e38743dd0cf4af5890441cbccd0bff4,666,175.07,ae264e3637204a6fb9bb56bc8210ddfd,48,64,48,96,2801.12
4145,3e449851dce64101a09e5e11ec1aded9,600,192.42000000000002,9b98b8c7a33c4b65b9aebfe6a799e6d9,69,92,92,276,4425.660000000001
4146,3e4efd19f31641a3a094c584a79f96cb,618,40.78,,0,138,69,322,937.94
4147,3e517aecc99e4a6caa35ab6253df51ff,624,19.05,,0,24,24,16,152.4
4148,3e52ac05590e43a889c950e793b9269a,636,20.580000000000002,,0,80,64,112,329.28000000000003
4149,3e53b5f8dd95442ab475df8a21906839,576,2.42,,0,60,30,10,24.2
4150,3e58e7fc4eb14005ae29e766f859f038,684,31.13,f19421c1d4aa40978ebb69ca19b0e20d,45,60,30,90,466.95
4151,3e607b0774ce497793c0a7650c55fdce,648,240.57999999999998,9b98b8c7a33c4b65b9aebfe6a799e6d9,145,174,174,348,6976.82
4152,3e621194f72e40d7a0b695ee9b7c38b7,516,157.84,4d5c57ea9a6940dd891ad53e9dbe8da0,72,72,54,126,2841.12
4153,3e641280c5314650bf65285d7054c074,708,66.48,fafdcd668e3743c1bb461111dcafc2a4,31,186,186,558,2060.88
4154,3e6571afb8b242a09de76e353a2b3fc7,714,175.1,4d5c57ea9a6940dd891ad53e9dbe8da0,96,120,120,240,4202.4
4155,3e71633fb9fa489ba6396c1e72807eed,684,80.55,fafdcd668e3743c1bb461111dcafc2a4,108,180,144,864,2899.7999999999997
4156,3e721d353367455e9a614a8ad85be101,576,0.0,,0,28,21,0,0.0
4157,3e73ba9f97144addb9cb17ac324b77ff,654,175.6,2906b810c7d4411798c6938adc9daaa5,96,96,96,288,4214.4
4158,3e77c15494784d63a32919926925d33f,690,7.66,,0,40,10,50,76.6
4159,3e7cfcff56634b7fb78b7eea015040f3,708,46.83,f19421c1d4aa40978ebb69ca19b0e20d,20,80,40,260,936.5999999999999
4160,3e83066be8ad466c9e8a8ca4476e9a52,642,190.97,ae264e3637204a6fb9bb56bc8210ddfd,54,72,72,126,3437.46
4161,3e84b6633c9d4f41b7168799859a3398,636,152.4,f19421c1d4aa40978ebb69ca19b0e20d,22,44,44,374,3352.8
4162,3e9a640a3de64d88977b09e45e442d8d,696,13.36,,0,36,18,27,120.24
4163,3e9d8e91ee7d4669b4ceaed416819c2b,576,112.7,ae264e3637204a6fb9bb56bc8210ddfd,45,75,45,60,1690.5
4164,3e9e889fc54c412fb7d032421f4890c7,588,287.65,fafdcd668e3743c1bb461111dcafc2a4,135,162,135,297,7766.549999999999
4165,3ea2335f4a264a9894a845eddd0f30c7,702,94.42,ae264e3637204a6fb9bb56bc8210ddfd,24,36,36,48,1133.04
4166,3ea76abfb09c4a7db2c38abcb993f862,588,141.76999999999998,4d5c57ea9a6940dd891ad53e9dbe8da0,22,22,22,55,1559.4699999999998
4167,3ead7d94371041fcab4db5fb57ced95c,714,157.14,ae264e3637204a6fb9bb56bc8210ddfd,180,180,90,450,4714.2
4168,3eaf1550d25f450e93faeb5a4ab744c1,702,274.56,fafdcd668e3743c1bb461111dcafc2a4,240,240,200,920,10982.4
4169,3eb6aded21df4dcda69ba084c3dab2eb,708,22.77,2298d6c36e964ae4a3e7e9706d1fb8c2,19,76,57,209,432.63
4170,3ebc5de1f681499e894fd5e388a2b987,696,116.39,9b98b8c7a33c4b65b9aebfe6a799e6d9,32,64,48,112,1862.24
4171,3ebc60e3aaaa41039128482c7296da53,714,60.92,fafdcd668e3743c1bb461111dcafc2a4,111,222,222,814,2254.04
4172,3ec0c229ed4f423aa2b5fbf55593a8e2,594,0.0,,0,45,36,0,0.0
4173,3ec1a7cf9bc348e79ba5c7d6db46100a,576,14.38,,0,21,21,7,100.66000000000001
4174,3ec2d72341234a4780b7932048c35b6b,624,106.96000000000001,2298d6c36e964ae4a3e7e9706d1fb8c2,34,51,34,170,1818.3200000000002
4175,3ec4bc73b77a46db89e5b738c8fd668c,612,115.67,2298d6c36e964ae4a3e7e9706d1fb8c2,72,108,72,72,2082.06
4176,3ec9fd96e0024dd396c0f0492db033b2,684,21.259999999999998,,0,65,39,65,276.38
4177,3ecb372184104ff7bad0f0f60cb56e29,684,180.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,57,95,57,152,3420.0
4178,3ecd6653a2d145a4b2bc3b35e8aece7a,576,89.71,ae264e3637204a6fb9bb56bc8210ddfd,22,88,44,330,1973.62
4179,3eceb9642019459cbe7dbe9b169cda9d,672,7.19,,0,55,33,33,79.09
4180,3ed178e8e86541adb4d80fbe8f527590,654,24.87,2298d6c36e964ae4a3e7e9706d1fb8c2,9,36,27,9,223.83
4181,3ed83ba735d64c53ba97dbf5d22e6e94,612,57.42,,0,27,27,27,516.78
4182,3ed995ed43a641c1a282760dab603f1f,594,0.0,,0,72,72,0,0.0
4183,3edd406b1d9c42fcb78cd5e38906d2eb,624,117.62,4d5c57ea9a6940dd891ad53e9dbe8da0,42,70,28,56,1646.68
4184,3ede3a9841e64eadb5b9abcc6be35b5c,690,53.239999999999995,2298d6c36e964ae4a3e7e9706d1fb8c2,75,75,50,425,1330.9999999999998
4185,3ee1c588015f405eb0cc8aea95fd9daa,678,133.25,0b1e1539f2cc45b7b9fa7c272da2e1d7,34,34,34,187,2265.25
4186,3eeffc8464744d07a823d24b5e7facb9,636,51.769999999999996,2298d6c36e964ae4a3e7e9706d1fb8c2,11,55,33,22,569.4699999999999
4187,3efe20b923644413a8b16912410ff6ed,660,273.76,4d5c57ea9a6940dd891ad53e9dbe8da0,24,120,120,312,6570.24
4188,3eff72c196ce4c02bd4e8bf216f76e8e,552,137.75,4d5c57ea9a6940dd891ad53e9dbe8da0,92,115,115,207,3168.25
4189,3f0081b6b7cb4ad4af44d3472e54da51,696,26.639999999999997,,0,102,68,119,452.87999999999994
4190,3f0364013f1d4a45af81f5926222fd50,678,101.19,9b98b8c7a33c4b65b9aebfe6a799e6d9,36,54,36,198,1821.42
4191,3f044daa78164ef1a7ce38efaa236667,648,5.640000000000001,,0,75,45,105,84.60000000000001
4192,3f08e8eeb88e43079a103ed1af07e220,630,200.0,2906b810c7d4411798c6938adc9daaa5,180,180,150,390,6000.0
4193,3f0ee4aacad648a2b800641dc09003ad,666,18.11,2298d6c36e964ae4a3e7e9706d1fb8c2,15,60,60,90,271.65
4194,3f1b4a673fe648248e2f14e1256aff2e,696,299.09000000000003,f19421c1d4aa40978ebb69ca19b0e20d,104,130,130,312,7776.340000000001
4195,3f1e5b456ba6415d9bd9940324dc66d4,660,208.13,fafdcd668e3743c1bb461111dcafc2a4,92,115,92,230,4786.99
4196,3f23b1c6fdf04e998edf32892e73a604,588,0.0,,0,32,32,0,0.0
4197,3f244f4dea654688ace14acb4f0257bb,534,31.67,fafdcd668e3743c1bb461111dcafc2a4,34,68,68,119,538.39
4198,3f2535f288c0412b9f62ab9703d4b66a,708,268.15999999999997,ae264e3637204a6fb9bb56bc8210ddfd,150,150,100,225,6703.999999999999
4199,3f279ee9fd0d4195b0b9574ce0ae6923,522,62.650000000000006,0b1e1539f2cc45b7b9fa7c272da2e1d7,8,24,8,24,501.20000000000005
4200,3f27c3b329964bd086ec215d8a9cd9ff,678,34.46,9b98b8c7a33c4b65b9aebfe6a799e6d9,17,85,34,153,585.82
4201,3f28f2a9c1bc40c6bf4e110fdfb05fcd,594,86.64,2298d6c36e964ae4a3e7e9706d1fb8c2,57,76,76,152,1646.16
4202,3f297d8938564fdbbcd73db63bc8ce54,702,35.25,,0,100,80,220,705.0
4203,3f2a5ab7168645479b7b11be3147d4dc,600,203.95,ae264e3637204a6fb9bb56bc8210ddfd,63,105,63,210,4282.95
4204,3f3494f3234e4206a279662bef81fe85,714,37.089999999999996,,0,32,32,192,593.4399999999999
4205,3f36bc1d5fc0499b9f96f62348f0f9b0,684,19.78,fafdcd668e3743c1bb461111dcafc2a4,14,56,14,112,276.92
4206,3f36f34387ec4050bd1b0b2a5180f234,660,21.22,9b98b8c7a33c4b65b9aebfe6a799e6d9,26,65,13,65,275.86
4207,3f3a1d522acf412c90704e3cf464f96b,606,137.88,fafdcd668e3743c1bb461111dcafc2a4,48,48,32,128,2206.08
4208,3f412742bf944b8a9e00715c8e0c485b,696,42.38,2298d6c36e964ae4a3e7e9706d1fb8c2,56,140,140,448,1186.64
4209,3f42ec0d1791410b86ced8f3700a1f25,612,64.25,fafdcd668e3743c1bb461111dcafc2a4,45,60,15,105,963.75
4210,3f485c1653a24d879f5e57a1e33e0b99,702,16.22,,0,70,56,70,227.07999999999998
4211,3f48b128c5e34a82bc2fa283e9ddd005,504,3.8800000000000003,,0,36,18,27,34.92
4212,3f4aabdf7c1f430a94982ba13b1c5db3,576,108.97999999999999,2906b810c7d4411798c6938adc9daaa5,45,75,30,75,1634.6999999999998
4213,3f4c69d24e2948b996d6417f98514c98,666,9.09,,0,65,39,65,118.17
4214,3f4cf7d14e744e18a4912b9662c04152,654,214.17000000000002,2906b810c7d4411798c6938adc9daaa5,125,125,125,250,5354.25
4215,3f4e408b0b2d4ea89dd16d7437d867c1,576,34.04,2906b810c7d4411798c6938adc9daaa5,8,40,0,16,272.32
4216,3f4fe9a8c2564b509fa28fbd4ca689ae,654,11.55,,0,36,36,9,103.95
4217,3f5dc181f374492f8d1a84fb7d68ec3d,606,157.07999999999998,4d5c57ea9a6940dd891ad53e9dbe8da0,54,72,72,126,2827.4399999999996
4218,3f62dc31f11b453a9909809e20852450,576,0.0,,0,66,55,0,0.0
4219,3f6db5f2f5054f639396afc68b59fc9d,702,33.69,2298d6c36e964ae4a3e7e9706d1fb8c2,21,105,84,231,707.49
4220,3f7455c3e73f420f870336592072879c,582,132.65,2298d6c36e964ae4a3e7e9706d1fb8c2,30,75,60,60,1989.75
4221,3f7ac208f7e844cab207ceb8e42177ba,714,13.25,,0,80,80,96,212.0
4222,3f7e959b337040a9ab991a7f0b7c74b1,666,146.98,fafdcd668e3743c1bb461111dcafc2a4,38,57,57,209,2792.62
4223,3f820d0634534281bc4b26dfc721806b,672,105.19,ae264e3637204a6fb9bb56bc8210ddfd,28,70,28,70,1472.6599999999999
4224,3f847ffaf144413d9227c4d9f5286d6b,636,11.459999999999999,,0,44,22,55,126.05999999999999
4225,3f89b8f80ebc4f94b7074f28071aa8d4,714,62.51,9b98b8c7a33c4b65b9aebfe6a799e6d9,81,108,54,486,1687.77
4226,3f89dacd54434508aa3f0b7c66b9ff14,594,29.599999999999998,fafdcd668e3743c1bb461111dcafc2a4,12,48,24,60,355.2
4227,3f8b8ce1768d427588f442776e989b1e,654,23.84,,0,72,72,180,429.12
4228,3f8c5f1b8df44548b99ff6659e572b65,624,49.86,9b98b8c7a33c4b65b9aebfe6a799e6d9,51,102,85,51,847.62
4229,3f8e7c0539114da19f91e39d11746024,690,40.88,2298d6c36e964ae4a3e7e9706d1fb8c2,19,76,57,209,776.72
4230,3f9029ee39a1483c9b33d6675f3aa43d,672,201.78,f19421c1d4aa40978ebb69ca19b0e20d,54,108,18,144,3632.04
4231,3f935f28934b4151b6b7aadcb10c7a2b,708,15.69,2298d6c36e964ae4a3e7e9706d1fb8c2,14,56,42,84,219.66
4232,3f99f807bf7e4cc7b2186183e30da851,702,208.69,fafdcd668e3743c1bb461111dcafc2a4,44,66,66,308,4591.18
4233,3f9da79caafe40478a8a661e53b7299b,672,41.69,f19421c1d4aa40978ebb69ca19b0e20d,39,52,39,39,541.97
4234,3f9ea03fd3194ef288a1afb4affb926d,618,152.44,fafdcd668e3743c1bb461111dcafc2a4,99,132,99,759,5030.5199999999995
4235,3f9fa22178894f38beed3d7b0efbe405,636,8.07,,0,78,26,65,104.91
4236,3f9ffd2f4d14467b8aada5f88ed06c10,666,30.59,fafdcd668e3743c1bb461111dcafc2a4,36,72,72,144,550.62
4237,3fa1eb81473c41459439cd5749c49cb4,630,35.78,fafdcd668e3743c1bb461111dcafc2a4,60,120,100,120,715.6
4238,3fa48336a6cb4c80a081423d20598e3d,600,201.4,f19421c1d4aa40978ebb69ca19b0e20d,95,95,38,133,3826.6
4239,3fa6a23cfb1b47a4a1bffd4a2e227f1c,510,10.540000000000001,,0,14,14,21,73.78
4240,3fab840fa8cd489faf5b86ae7e49b340,714,22.32,,0,42,42,112,312.48
4241,3fba68733d3c4428909baf16a3613724,666,131.3,2906b810c7d4411798c6938adc9daaa5,38,95,76,152,2494.7000000000003
4242,3fbd4946157c40da802c32ef55b52523,708,130.89,4d5c57ea9a6940dd891ad53e9dbe8da0,92,115,115,207,3010.47
4243,3fc4d0e0b39b4d51a22c20e782d0d31b,696,19.419999999999998,f19421c1d4aa40978ebb69ca19b0e20d,17,68,68,136,330.14
4244,3fc54fb18cd94422bd02b5550002535b,624,16.62,fafdcd668e3743c1bb461111dcafc2a4,14,70,42,70,232.68
4245,3fc7776cf5734e0093ddd19a4f8f6586,576,63.14,4d5c57ea9a6940dd891ad53e9dbe8da0,54,108,90,72,1136.52
4246,3fce031043224fd49c51a75022d7ace2,708,139.03,2906b810c7d4411798c6938adc9daaa5,100,100,75,350,3475.75
4247,3fce5f7edeaf4ad1baf119ed8a92c3b6,636,121.06,2906b810c7d4411798c6938adc9daaa5,34,85,68,102,2058.02
4248,3fd0c8cfb67c49aa8e4c998638e463cd,666,370.18,fafdcd668e3743c1bb461111dcafc2a4,120,180,180,420,11105.4
4249,3fd0feaf8a5344d1a17be1707205814b,630,109.27,9b98b8c7a33c4b65b9aebfe6a799e6d9,39,52,26,52,1420.51
4250,3fd1c26b6323485da797981fe792204c,588,12.46,2298d6c36e964ae4a3e7e9706d1fb8c2,13,52,26,78,161.98000000000002
4251,3fd3adbc4ff84f48b23f0d49b333a2e1,600,146.96,2298d6c36e964ae4a3e7e9706d1fb8c2,84,105,84,168,3086.1600000000003
4252,3fd9651d967c44cea221b3a5f645df1e,594,196.78,f19421c1d4aa40978ebb69ca19b0e20d,51,85,51,102,3345.26
4253,3fe342e44bcc4bbc8d1771e1cf9d9ca3,696,19.810000000000002,,0,80,64,112,316.96000000000004
4254,3fe73b31a03a42f69522e65364e1b83d,714,39.11,f19421c1d4aa40978ebb69ca19b0e20d,40,100,60,200,782.2
4255,3ff318b1f700424897bb15fd18c8ebff,522,18.19,fafdcd668e3743c1bb461111dcafc2a4,28,70,42,56,254.66000000000003
4256,3ff3ba62ae5b46e3b81d6c505bbae67c,702,45.239999999999995,ae264e3637204a6fb9bb56bc8210ddfd,7,21,7,14,316.67999999999995
4257,3ff4085055214b61b9d18c4d548165d1,630,3.85,,0,36,18,27,34.65
4258,3ff6de008af14b92ae5ce70dc89fb2b4,606,33.9,f19421c1d4aa40978ebb69ca19b0e20d,14,56,28,98,474.59999999999997
4259,3ff81199253748819121dcd14361b248,648,21.92,2906b810c7d4411798c6938adc9daaa5,12,48,24,60,263.04
4260,3ff89db5f5a3407f9c33b215bdde0208,690,12.39,,0,70,42,84,173.46
4261,3ffcb9554e0f48d0b927548b8d6588d2,600,128.2,f19421c1d4aa40978ebb69ca19b0e20d,14,56,28,98,1794.7999999999997
4262,3fff50f2183a4f04b7a174c0c31ec78c,624,85.2,0b1e1539f2cc45b7b9fa7c272da2e1d7,20,40,0,40,852.0
4263,4002a1ee12b846c8aa9230fccff3f59a,618,33.77,fafdcd668e3743c1bb461111dcafc2a4,48,96,96,336,810.48
4264,4004ab48104f402aa580c53b4d09d9dd,684,29.86,2298d6c36e964ae4a3e7e9706d1fb8c2,25,150,125,325,746.5
4265,4005b2a20d104eba881cb73a75dac3d8,702,6.98,,0,78,39,52,90.74000000000001
4266,400b0b26df05490381f988a896541cf6,696,120.29,0b1e1539f2cc45b7b9fa7c272da2e1d7,48,120,96,312,2886.96
4267,400b14d6db8e419fb7e9b8ee738dab3e,684,15.6,,0,27,18,36,140.4
4268,400d0536e8794cbb855b0d882d67cbda,690,17.869999999999997,,0,52,39,78,232.30999999999997
4269,400ec2d34163424787f1c23e14822e73,504,13.120000000000001,,0,27,18,36,118.08000000000001
4270,40145bb3b5fa40308142041742753599,528,7.369999999999999,9b98b8c7a33c4b65b9aebfe6a799e6d9,10,50,10,30,73.69999999999999
4271,401540c42ab34de1b873b34bf46e9149,654,42.14,2298d6c36e964ae4a3e7e9706d1fb8c2,28,168,112,476,1179.92
